seed	genes
HUS1	MYC
HUS1	HSPA1A
HUS1	FEN1
HUS1	VARS
HUS1	PSMA5
HUS1	HSPA1L
PTPRB	PTPRB
PTPRB	CLIC1
PTPRB	MYC
PTPRB	HSPA1A
PTPRB	CDH5
PTPRB	VARS
PTPRB	PSMA5
PTPRB	HSPA1L
PRKAR1A	PRKAR1A
PRKAR1A	CLIC1
PRKAR1A	MYC
PRKAR1A	HSPA1A
PRKAR1A	PSMA5
PRKAR1A	IQCB1
PRKAR1A	HSPA1L
FER	FER
FER	CLIC1
FER	MYC
FER	ERBB2
FER	HSPA1A
FER	GRB7
FER	CHN1
FER	LY6G6F
MAPK1	MAPK1
MAPK1	CLIC1
MAPK1	MYC
MAPK1	HSPA1A
MAPK1	VARS
MAPK1	HSPA1L
MAPK1	LMNB2
HABP4	HABP4
HABP4	NUFIP2
HABP4	PSIP1
HABP4	PURA
HABP4	CHRNA9
HABP4	ANKRD10
HABP4	MIRLET7A3
NSMAF	NSMAF
NSMAF	DCP1A
NSMAF	CLIC1
NSMAF	MYC
NSMAF	HSPA1A
NSMAF	VARS
NSMAF	HSPA1L
NSMAF	DNAJB7
AR	AR
AR	CLIC1
AR	MYC
AR	HSPA1A
AR	VARS
AR	HSPA1L
AR	DNAJB7
ITGB2	ITGB2
ITGB2	RANBP9
ITGB2	CLIC1
ITGB2	MYC
ITGB2	HSPA1A
ITGB2	VARS
ITGB2	PSMA5
ITGB2	HSPA1L
PDPK1	RELA
PDPK1	PDPK1
PDPK1	TCAP
PDPK1	CSNK2B
PDPK1	NFKBIA
PDPK1	HSPA1A
PDPK1	HSPA1L
PDPK1	PNMT
WWC1	WWC1
WWC1	HSPA1A
WWC1	NEU1
WWC1	RMND5A
WWC1	HSPA1L
WWC1	DNAJB7
ARHGDIG	ARHGDIG
ARHGDIG	CLIC1
ARHGDIG	CSNK2B
ARHGDIG	UTP14A
ARHGDIG	NFKBIA
ARHGDIG	MYC
ARHGDIG	HSPA1A
ARHGDIG	RHOH
ARHGDIG	PDS5A
ARHGDIG	HSPA1L
CD2AP	CD2AP
CD2AP	CLIC1
CD2AP	MYC
CD2AP	HSPA1A
CD2AP	VARS
CD2AP	SARS
CD2AP	CCDC6
CD2AP	MVB12A
CD2AP	HSPA1L
RABEP1	RABEP1
RABEP1	OFD1
RABEP1	ARPC2
RABEP1	RAB6A
RABEP1	PLEC
RABEP1	PPP1R12A
RABEP1	MYO18A
RIN3	RIN3
RIN3	CLIC1
RIN3	MYC
RIN3	HSPA1A
RIN3	VARS
RIN3	PSMA5
RIN3	HSPA1L
KRIT1	KRIT1
KRIT1	CLIC1
KRIT1	MYC
KRIT1	HSPA1A
KRIT1	FEN1
KRIT1	TRPV4
KRIT1	RHEB
KRIT1	RAP1A
KRIT1	VARS
KRIT1	HSPA1L
RGL2	RGL2
RGL2	LSM2
RGL2	CLIC1
RGL2	MYC
RGL2	CDK5RAP3
RGL2	HSPA1A
RGL2	CRMP1
RGL2	RPL10A
RGL2	HSPA1L
EXOC8	EXOC8
EXOC8	CLIC1
EXOC8	MYC
EXOC8	HSPA1A
EXOC8	EXOC3
EXOC8	IKZF3
EXOC8	VARS
EXOC8	HSPA1L
BRCA2	BRCA2
BRCA2	RAD51
BRCA2	CLIC1
BRCA2	CSNK2B
BRCA2	NFKBIA
BRCA2	MYC
BRCA2	TIMM13
BRCA2	HSPA1A
BRCA2	PDS5A
RAD51	RAD51
RAD51	CSNK2B
RAD51	NFKBIA
RAD51	TIMM13
RAD51	PDS5A
DMC1	RAD51
DMC1	DMC1
DMC1	CSNK2B
DMC1	NFKBIA
DMC1	TIMM13
DMC1	PDS5A
HBP1	HBP1
HBP1	CLIC1
HBP1	MYC
HBP1	HSPA1A
HBP1	VARS
HBP1	PSMA5
HBP1	HSPA1L
AATF	AATF
AATF	CLIC1
AATF	MYC
AATF	HSPA1A
AATF	VARS
AATF	PSMA5
AATF	HSPA1L
RXRA	RXRA
RXRA	CLIC1
RXRA	CSNK2B
RXRA	NFKBIA
RXRA	MYC
RXRA	HSPA1A
RXRA	PDS5A
ANK1	SLC4A1
ANK1	ANK1
ANK1	TCEANC
ANK1	TNFRSF10B
ANK1	DDR1
ANK1	VAC14
ANK1	DDAH2
ANK1	MICA
LMO2	RELA
LMO2	LMO2
LMO2	PDE9A
LMO2	HSPA1A
LMO2	IKZF3
LMO2	HSPA1L
LMO2	PNMT
TAL1	TAL1
TAL1	HSPA1A
TAL1	CHD4
TAL1	HSPA1B
TAL1	HSPA1L
TAL1	DNAJB7
UPF2	UPF2
UPF2	CLIC1
UPF2	MYC
UPF2	HSPA1A
UPF2	VARS
UPF2	PSMA5
UPF2	HSPA1L
RPLP1	RPLP1
RPLP1	CLIC1
RPLP1	MYC
RPLP1	HSPA1A
RPLP1	VARS
RPLP1	PSMA5
RPLP1	HSPA1L
RPLP2	RPLP2
RPLP2	CLIC1
RPLP2	MYC
RPLP2	HSPA1A
RPLP2	VARS
RPLP2	PSMA5
RPLP2	HSPA1L
CYTH1	CYTH1
CYTH1	CCDC120
CYTH1	HSPA1A
CYTH1	NEU1
CYTH1	RMND5A
CYTH1	HSPA1L
CYTH1	DNAJB7
TOP3B	TOP3B
TOP3B	GNG5
TOP3B	CLIC1
TOP3B	CSNK2B
TOP3B	NFKBIA
TOP3B	MYC
TOP3B	HSPA1A
TOP3B	PDS5A
TOP3B	SPRED2
SNRPA	SNRPA
SNRPA	CLIC1
SNRPA	MYC
SNRPA	TIMM13
SNRPA	HSPA1A
SNRPA	VARS
SNRPA	PSMA5
SNRPA	HSPA1L
PDZK1	PDZK1
PDZK1	TRIM37
PDZK1	PEX5
PDZK1	SLC9A3
PDZK1	MKRN3
PDZK1	SLC4A7
SOX9	SOX9
SOX9	CLIC1
SOX9	MYC
SOX9	HSPA1A
SOX9	VARS
SOX9	HSPA1L
SOX9	DNAJB7
NR5A1	NR5A1
NR5A1	CLIC1
NR5A1	MYC
NR5A1	HSPA1A
NR5A1	TRAPPC2
NR5A1	VARS
NR5A1	PSMA5
NR5A1	HSPA1L
CLU	CLU
CLU	CSNK2B
CLU	NFKBIA
CLU	HSPA1A
CLU	PDS5A
CLU	HSPA1L
UNC13B	UNC13B
UNC13B	SORT1
UNC13B	ARPC2
UNC13B	SPTBN2
UNC13B	PPP1R12A
UNC13B	MYO18A
CD27	CD27
CD27	CLIC1
CD27	MYC
CD27	HSPA1A
CD27	MED9
CD27	METAP2
CD27	CD59
CD27	HSPA1L
FKBP1A	BNIPL
FKBP1A	FKBP1A
FKBP1A	NME2
FKBP1A	HSPA1A
FKBP1A	RMND5A
FKBP1A	HSPA1L
FKBP1A	EPPK1
YY1	YY1
YY1	CLIC1
YY1	MYC
YY1	HSPA1A
YY1	VARS
YY1	PSMA5
YY1	HSPA1L
FKBP2	FKBP2
FKBP2	BAG6
FKBP2	HSPA1A
FKBP2	DPT
FKBP2	OFD1
FKBP2	RAB6A
FKBP2	AIP
FKBP2	HSPA1L
MYO7A	MYO7A
MYO7A	CLIC1
MYO7A	MYC
MYO7A	HSPA1A
MYO7A	USH1C
MYO7A	VARS
MYO7A	HSPA1L
MYO7A	LTV1
TCAP	RELA
TCAP	TCAP
TCAP	HSPA1A
TCAP	HSPA1L
TCAP	PNMT
APBB1	APBB1
APBB1	CLIC1
APBB1	MYC
APBB1	ERBB2
APBB1	HSPA1A
APBB1	GRB7
APBB1	CHN1
APBB1	LY6G6F
CEBPZ	CEBPZ
CEBPZ	CLIC1
CEBPZ	MYC
CEBPZ	HSPA1A
CEBPZ	VARS
CEBPZ	PSMA5
CEBPZ	HSPA1L
ZEB1	ZEB1
ZEB1	TTF2
ZEB1	CLIC1
ZEB1	MYC
ZEB1	HSPA1A
ZEB1	SMAD1
ZEB1	VARS
ZEB1	HSPA1L
NDN	NDN
NDN	CLIC1
NDN	MYC
NDN	HSPA1A
NDN	NEFL
NDN	VPS26A
NDN	MAGEL2
NDN	FAM102B
ATM	ATM
ATM	CLIC1
ATM	MYC
ATM	HSPA1A
ATM	FEN1
ATM	RHEB
ATM	VARS
ATM	HSPA1L
NTRK1	NTRK1
NTRK1	SORT1
NTRK1	CLIC1
NTRK1	HSPA1A
NTRK1	VARS
NTRK1	HSPA1L
NTRK1	SLC4A7
HSH2D	HSH2D
HSH2D	HSPA1A
HSH2D	PINK1
HSH2D	HSPA1B
HSH2D	HSPA1L
HSH2D	DNAJB7
SRC	SRC
SRC	CSNK2B
SRC	NFKBIA
SRC	ERBB2
SRC	GRB7
SRC	CHN1
SRC	LY6G6F
TGFBR1	TGFBR1
TGFBR1	RANBP9
TGFBR1	CLIC1
TGFBR1	MYC
TGFBR1	HSPA1A
TGFBR1	VARS
TGFBR1	HSPA1L
TNNC1	TNNC1
TNNC1	CCDC85B
TNNC1	TNNT1
TNNC1	TCEANC
TNNC1	ZNF205
TNNC1	GPANK1
TNNC1	TNNI3
TNNC1	C2CD6
TNFAIP3	TNFAIP3
TNFAIP3	HSPA1A
TNFAIP3	TNFRSF10B
TNFAIP3	STX3
TNFAIP3	DDR1
TNFAIP3	RBX1
TNFAIP3	FBXO31
TNFAIP3	HSPA1L
TP53	TP53
TP53	HSPA1A
TP53	AIPL1
TP53	PPP1R12A
TP53	HSPA1B
TP53	HSPA1L
TNFRSF1A	TNFRSF1A
TNFRSF1A	CLIC1
TNFRSF1A	RABGEF1
TNFRSF1A	MYC
TNFRSF1A	HSPA1A
TNFRSF1A	TRAPPC2
TNFRSF1A	PSMA5
TNFRSF1A	MADD
TNFRSF1A	HSPA1L
TNFRSF1A	VPS45
DDR2	DDR2
DDR2	HSPA1A
DDR2	HSP90AA1
DDR2	VARS
DDR2	AIPL1
DDR2	HSPA1B
DDR2	HSPA1L
CDH1	CDH1
CDH1	CLIC1
CDH1	HSPA1A
CDH1	PSMA5
CDH1	HSPA1L
CDH1	SLC4A7
ITGA1	ITGA1
ITGA1	CLIC1
ITGA1	CSNK2B
ITGA1	NFKBIA
ITGA1	MYC
ITGA1	HSPA1A
ITGA1	CD81
ITGA1	PDS5A
ITGA4	ITGA4
ITGA4	CLIC1
ITGA4	HSPA1A
ITGA4	VARS
ITGA4	HSPA1B
ITGA4	HSPA1L
FLI1	FLI1
FLI1	GATA1
FLI1	CLIC1
FLI1	HDAC5
FLI1	HSPA1A
FLI1	PSMA5
FLI1	HSPA1L
VHL	VHL
VHL	CLIC1
VHL	MYC
VHL	HSPA1A
VHL	VARS
VHL	HSPA1L
VHL	DNAJB7
XRCC1	XRCC1
XRCC1	EED
XRCC1	CSNK2B
XRCC1	NFKBIA
XRCC1	VARS
XRCC1	PDS5A
ZNF24	ZNF24
ZNF24	LSM2
ZNF24	CLIC1
ZNF24	MYC
ZNF24	CDK5RAP3
ZNF24	HSPA1A
ZNF24	CRMP1
ZNF24	RPL10A
ZNF24	HSPA1L
ZNF10	ZNF10
ZNF10	RARA
ZNF10	TRIB3
ZNF10	CLIC1
ZNF10	CSNK2B
ZNF10	NFKBIA
ZNF10	MYC
ZNF10	HSPA1A
ZNF10	TRIM24
ZNF10	PDS5A
COG5	COG5
COG5	EGFR
COG5	HSPA1A
COG5	VARS
COG5	HSPA1B
COG5	HSPA1L
COG5	AAMP
XPC	XPC
XPC	CLIC1
XPC	MYC
XPC	HSPA1A
XPC	VARS
XPC	HSPA1L
HCFC1	HCFC1
HCFC1	EED
HCFC1	CSNK2B
HCFC1	VARS
HCFC1	PDS5A
HCFC1	DDAH2
RANBP9	RANBP9
RANBP9	CLIC1
RANBP9	MYC
RANBP9	HSPA1A
RANBP9	VARS
RANBP9	HSPA1L
SFPQ	SFPQ
SFPQ	CLIC1
SFPQ	MYC
SFPQ	HSPA1A
SFPQ	VARS
SFPQ	PSMA5
SFPQ	HSPA1L
BMX	BMX
BMX	ERBB2
BMX	GRB7
BMX	CHN1
BMX	CC2D1B
BMX	LY6G6F
TBR1	TBR1
TBR1	CSNK2B
TBR1	NFKBIA
TBR1	HSPA1A
TBR1	CA8
TBR1	SPDL1
TBR1	HSPA1L
ID1	ID1
ID1	CLIC1
ID1	MYC
ID1	HSPA1A
ID1	VARS
ID1	CHD1L
ID1	HSPA1L
LRP2	LRP2
LRP2	CLIC1
LRP2	MYC
LRP2	HSPA1A
LRP2	EGFL6
LRP2	VARS
LRP2	PSMA5
LRP2	SYVN1
LRP2	HSPA1L
ERBB4	ERBB4
ERBB4	CLIC1
ERBB4	MYC
ERBB4	ERBB2
ERBB4	HSPA1A
ERBB4	GRB7
ERBB4	CHN1
ERBB4	HSPA1L
ERBB4	LY6G6F
NCS1	NCS1
NCS1	GADD45B
NCS1	CNOT3
NCS1	NANOS1
NCS1	NANOS2
ARHGEF11	ARHGEF11
ARHGEF11	GNA13
ARHGEF11	KIF1BP
ARHGEF11	OFD1
ARHGEF11	RAB6A
ARHGEF11	AIP
ARHGEF11	PNKD
UNC5A	UNC5A
UNC5A	CLIC1
UNC5A	HSPA1A
UNC5A	PSMA5
UNC5A	ST13
UNC5A	DAPK1
UNC5A	HSPA1L
UNC5A	CDC42SE1
LRPPRC	LRPPRC
LRPPRC	CLIC1
LRPPRC	MYC
LRPPRC	HSPA1A
LRPPRC	FEN1
LRPPRC	VARS
LRPPRC	HSPA1L
UBE3A	UBE3A
UBE3A	CLIC1
UBE3A	HSPA1A
UBE3A	PSMA5
UBE3A	HSPA1L
UBE3A	DNAJB7
CTBP2	CTBP2
CTBP2	CLIC1
CTBP2	MYC
CTBP2	HSPA1A
CTBP2	VARS
CTBP2	HSPA1L
UPF3B	UPF3B
UPF3B	EGFR
UPF3B	HSPA1A
UPF3B	VARS
UPF3B	HSPA1B
UPF3B	CCDC60
UPF3B	HSPA1L
NXF3	REL
NXF3	NXF3
NXF3	LSM2
NXF3	CSNK2B
NXF3	NFKBIA
NXF3	NXT2
NXF3	PDS5A
NXF3	RGS8
NXF3	MIEN1
CDC6	ORC1
CDC6	CDC6
CDC6	CLIC1
CDC6	MYC
CDC6	HSPA1A
CDC6	VARS
CDC6	HSPA1L
TIMM8A	RELA
TIMM8A	TIMM8A
TIMM8A	CSNK2B
TIMM8A	NFKBIA
TIMM8A	TIMM13
TIMM8A	HSPA1A
TIMM8A	HSPA1L
TIMM8A	PNMT
SH3GL3	SH3GL3
SH3GL3	CLIC1
SH3GL3	HSPA1A
SH3GL3	CD101
SH3GL3	PSMA5
SH3GL3	ST13
SH3GL3	HSPA1L
DTNA	DTNA
DTNA	SORT1
DTNA	SPTBN2
DTNA	CTDSPL
DTNA	PPP1R12A
DTNA	ADRA1D
DTNA	SNTG2
DTNA	MYO18A
GPHN	GPHN
GPHN	CLIC1
GPHN	VASP
GPHN	MYC
GPHN	HSPA1A
GPHN	VARS
GPHN	PSMA5
GPHN	HSPA1L
GATA1	GATA1
GATA1	CLIC1
GATA1	HDAC5
GATA1	HSPA1A
GATA1	PSMA5
GATA1	HSPA1L
F8	F8
F8	CLIC1
F8	MYC
F8	HSPA1A
F8	VARS
F8	PSMA5
F8	HSPA1L
F8	HTN3
F8	LYZ
SH2D1A	SH2D1A
SH2D1A	ERBB2
SH2D1A	ERBB3
SH2D1A	HSPA1A
SH2D1A	GRB7
SH2D1A	CHN1
SH2D1A	HSPA1L
SH2D1A	LY6G6F
FXR1	FXR1
FXR1	CLIC1
FXR1	MYC
FXR1	HSPA1A
FXR1	VARS
FXR1	PLEKHO1
FXR1	HSPA1L
ARAF	ARAF
ARAF	CSNK2B
ARAF	NFKBIA
ARAF	ARPC2
ARAF	PDS5A
ARAF	PPP1R12A
ARAF	MYO18A
MAP2K2	RELA
MAP2K2	MAP2K2
MAP2K2	CSNK2B
MAP2K2	NFKBIA
MAP2K2	HSPA1A
MAP2K2	HSPA1L
MAP2K2	PNMT
POLA1	POLA1
POLA1	CLIC1
POLA1	MYC
POLA1	HSPA1A
POLA1	VARS
POLA1	PSMA5
POLA1	HSPA1L
RPGR	RPGR
RPGR	TTF2
RPGR	CLIC1
RPGR	MYC
RPGR	HSPA1A
RPGR	VARS
RPGR	PSMA5
RPGR	HSPA1L
HTR2C	HTR2C
HTR2C	C6orf47
HTR2C	FADS1
HTR2C	ACP2
HTR2C	GPR89A
TAF1	TAF1
TAF1	CLIC1
TAF1	MYC
TAF1	HSPA1A
TAF1	VARS
TAF1	PSMA5
TAF1	HSPA1L
SORBS1	SORBS1
SORBS1	FBF1
SORBS1	IKZF3
SORBS1	OFD1
SORBS1	RAB6A
SORBS1	HK1
SORBS1	HKDC1
YAF2	YAF2
YAF2	CLIC1
YAF2	CSNK2B
YAF2	NFKBIA
YAF2	MYC
YAF2	HSPA1A
YAF2	PDS5A
YAF2	PSMA5
YAF2	HSPA1L
CBX3	CBX3
CBX3	CLIC1
CBX3	MYC
CBX3	HSPA1A
CBX3	VARS
CBX3	PSMA5
CBX3	HSPA1L
MAPK8IP3	RAD51
MAPK8IP3	MAPK8IP3
MAPK8IP3	CSNK2B
MAPK8IP3	NFKBIA
MAPK8IP3	TIMM13
MAPK8IP3	MAP3K11
MAPK8IP3	PDS5A
BCL2L1	BNIPL
BCL2L1	BCL2L1
BCL2L1	CSNK2B
BCL2L1	NFKBIA
BCL2L1	IKZF3
BCL2L1	PDS5A
BAX	BAX
BAX	ERBB2
BAX	HSPA4
BAX	CHN1
BAX	OFD1
BAX	CYCS
BAX	RAB6A
BAX	AIPL1
ABCA1	RELA
ABCA1	ABCA1
ABCA1	CSNK2B
ABCA1	NFKBIA
ABCA1	HSPA1A
ABCA1	HSPA1L
ABCA1	PNMT
ANKRA2	ANKRA2
ANKRA2	CLIC1
ANKRA2	MYC
ANKRA2	HSPA1A
ANKRA2	VARS
ANKRA2	HSPA1L
ANKRA2	LMNB2
TAF13	TAF13
TAF13	CLIC1
TAF13	MYC
TAF13	HSPA1A
TAF13	VARS
TAF13	PSMA5
TAF13	POLR1A
TAF13	HSPA1L
PTPN12	PTPN12
PTPN12	CLIC1
PTPN12	MYC
PTPN12	HSPA1A
PTPN12	VARS
PTPN12	PSMA5
PTPN12	HSPA1L
TUFT1	TUFT1
TUFT1	CLIC1
TUFT1	RABGEF1
TUFT1	TRAPPC2
TUFT1	PSMA5
TUFT1	VPS45
AP1B1	AP1B1
AP1B1	HSPA1A
AP1B1	NEU1
AP1B1	RMND5A
AP1B1	PNKD
AP1B1	HSPA1L
PPP1R9B	PPP1R9B
PPP1R9B	POP4
PPP1R9B	NUFIP2
PPP1R9B	RBM4B
PPP1R9B	CHRNA9
PPP1R9B	ANKRD10
PPP1R9B	MIRLET7B
JAK3	JAK3
JAK3	CLIC1
JAK3	MYC
JAK3	HSPA1A
JAK3	VARS
JAK3	TCP1
JAK3	HSPA1L
EIF5A	EIF5A
EIF5A	CLIC1
EIF5A	MYC
EIF5A	HSPA1A
EIF5A	VARS
EIF5A	PSMA5
EIF5A	IQCB1
EIF5A	HSPA1L
PTRH2	PTRH2
PTRH2	CLIC1
PTRH2	MYC
PTRH2	HSPA1A
PTRH2	VARS
PTRH2	PSMA5
PTRH2	RPS15
PTRH2	HSPA1L
TLE1	TLE1
TLE1	CSNK2B
TLE1	ERBB2
TLE1	GRB7
TLE1	CHN1
TLE1	PDS5A
TLE1	LY6G6F
IL6ST	IL6ST
IL6ST	ERBB2
IL6ST	GRB7
IL6ST	CHN1
IL6ST	LY6G6F
EPS8	EPS8
EPS8	CLIC1
EPS8	CSNK2B
EPS8	NFKBIA
EPS8	MYC
EPS8	HSPA1A
EPS8	VARS
EPS8	PDS5A
EPS8	HSPA1L
CENPF	CENPF
CENPF	CLIC1
CENPF	CSNK2B
CENPF	NFKBIA
CENPF	MYC
CENPF	HSPA1A
CENPF	PDS5A
CENPF	HSPA1L
UPF1	UPF1
UPF1	SORT1
UPF1	ABHD16A
UPF1	CSNK2B
UPF1	NFKBIA
UPF1	PDS5A
NFU1	NFU1
NFU1	CLIC1
NFU1	MYC
NFU1	HSPA1A
NFU1	VARS
NFU1	PSMA5
NFU1	ACO2
NFU1	HSPA1L
PKN2	PKN2
PKN2	LSM2
PKN2	CLIC1
PKN2	MYC
PKN2	HSPA1A
PKN2	VARS
PKN2	HSPA1L
PKP4	PKP4
PKP4	CLIC1
PKP4	MYC
PKP4	HSPA1A
PKP4	VARS
PKP4	PSMA5
PKP4	HSPA1L
ATXN1	ATXN1
ATXN1	HSPA1A
ATXN1	ARPC2
ATXN1	PPP1R12A
ATXN1	HSPA1L
ATXN1	MYO18A
PEX16	PEX16
PEX16	CLIC1
PEX16	CSNK2B
PEX16	NFKBIA
PEX16	MYC
PEX16	HSPA1A
PEX16	PDS5A
PEX16	HSPA1L
PEX16	APLNR
ZNHIT3	ZNHIT3
ZNHIT3	RUVBL1
ZNHIT3	HSPA1A
ZNHIT3	OFD1
ZNHIT3	RAB6A
ZNHIT3	HSPA1L
IARS	IARS
IARS	ERBB2
IARS	GRB7
IARS	CHN1
IARS	OFD1
IARS	RAB6A
IARS	LY6G6F
HTRA2	HTRA2
HTRA2	HSPA1A
HTRA2	NEU1
HTRA2	RMND5A
HTRA2	HSPA1L
HTRA2	DNAJB7
DUSP10	DUSP10
DUSP10	CLIC1
DUSP10	MYC
DUSP10	HSPA1A
DUSP10	VARS
DUSP10	PSMA5
DUSP10	RPS11
DUSP10	HSPA1L
BBS4	BBS4
BBS4	KIF1BP
BBS4	OFD1
BBS4	RAB6A
BBS4	AIP
BBS4	PNKD
BCAR1	BCAR1
BCAR1	CLIC1
BCAR1	MYC
BCAR1	ERBB2
BCAR1	HSPA1A
BCAR1	GRB7
BCAR1	CHN1
BCAR1	LY6G6F
TRAIP	TRAIP
TRAIP	CLIC1
TRAIP	MAPRE2
TRAIP	MYC
TRAIP	HSPA1A
TRAIP	VARS
TRAIP	HSPA1L
TRAIP	DNAJB7
CSTF2	CSTF2
CSTF2	CSNK2B
CSTF2	BAG6
CSTF2	HSPA1A
CSTF2	DPT
CSTF2	HSPA1L
CSTF1	CSTF1
CSTF1	CLIC1
CSTF1	MYC
CSTF1	HSPA1A
CSTF1	VARS
CSTF1	HSPA1L
XRCC2	XRCC2
XRCC2	SORT1
XRCC2	BAG6
XRCC2	HSPA1A
XRCC2	DPT
XRCC2	USP1
XRCC2	HSPA1L
MSC	MSC
MSC	CLIC1
MSC	EWSR1
MSC	MYC
MSC	HSPA1A
MSC	PSMA5
MSC	HSPA1L
MSC	FAM168A
TCF4	TCF4
TCF4	CLIC1
TCF4	DEF6
TCF4	MYC
TCF4	HSPA1A
TCF4	VARS
TCF4	HSPA1L
PEX12	PEX12
PEX12	TRIM37
PEX12	PEX5
PEX12	RASD1
PEX12	MKRN3
PEX12	CDC20B
PEX13	PEX13
PEX13	TRIM37
PEX13	PEX5
PEX13	RASD1
PEX13	ARRDC4
PEX13	MKRN3
PEX13	TRIM65
PEX13	CDC20B
ARFIP2	ARFIP2
ARFIP2	CLIC1
ARFIP2	MYC
ARFIP2	HSPA1A
ARFIP2	VARS
ARFIP2	SARS
ARFIP2	HSPA1L
NCBP2	NCBP2
NCBP2	CLIC1
NCBP2	MYC
NCBP2	HSPA1A
NCBP2	VARS
NCBP2	PSMA5
NCBP2	HSPA1L
PMF1	PMF1
PMF1	CLIC1
PMF1	MYC
PMF1	HSPA1A
PMF1	METAP2
PMF1	VARS
PMF1	KNL1
PMF1	HSPA1L
EIF2AK3	RELA
EIF2AK3	EIF2AK3
EIF2AK3	HSPA1A
EIF2AK3	NUFIP2
EIF2AK3	HSPA1L
EIF2AK3	TMEM268
EIF2AK3	CHRNA9
EIF2AK3	ANKRD10
DLG4	DLG4
DLG4	CLIC1
DLG4	MYC
DLG4	ERBB2
DLG4	HSPA1A
DLG4	GRB7
DLG4	CHN1
DLG4	LY6G6F
NCK1	NCK1
NCK1	CLIC1
NCK1	MYC
NCK1	HSPA1A
NCK1	DCC
NCK1	SIAH2
NCK1	ARPC2
NCK1	PLEC
NCK1	PPP1R12A
NCK1	MYO18A
MINK1	MINK1
MINK1	GADD45B
MINK1	CNOT3
MINK1	NANOS1
MINK1	NANOS2
RECQL	RECQL
RECQL	CLIC1
RECQL	MYC
RECQL	HSPA1A
RECQL	FEN1
RECQL	VARS
RECQL	HSPA1L
PIAS1	PIAS1
PIAS1	CLIC1
PIAS1	MYC
PIAS1	HSPA1A
PIAS1	VARS
PIAS1	NR1H3
PIAS1	ZNF76
PIAS1	HSPA1L
MAPKAPK2	MAPKAPK2
MAPKAPK2	CLIC1
MAPKAPK2	CSNK2B
MAPKAPK2	NFKBIA
MAPKAPK2	MYC
MAPKAPK2	HSPA1A
MAPKAPK2	PDS5A
MAPKAPK2	HSPA1L
S100P	S100P
S100P	TCEANC
S100P	VAC14
S100P	DDAH2
S100P	MICA
S100P	CCDC103
LY9	LY9
LY9	CSNK2B
LY9	AP2M1
LY9	HSPA1A
LY9	PPP1R12A
LY9	HSPA1B
LY9	HSPA1L
LY9	MYO18A
PTBP1	PTBP1
PTBP1	CLIC1
PTBP1	MYC
PTBP1	TIMM13
PTBP1	HSPA1A
PTBP1	VARS
PTBP1	PSMA5
PTBP1	HSPA1L
IFI35	IFI35
IFI35	KIF1BP
IFI35	DOK2
IFI35	OFD1
IFI35	RAB6A
IFI35	PLEKHO1
IFI35	PNKD
SYN2	SYN2
SYN2	CLIC1
SYN2	MYC
SYN2	HSPA1A
SYN2	VARS
SYN2	PSMA5
SYN2	IQCB1
SYN2	HSPA1L
TTF1	TTF1
TTF1	CLIC1
TTF1	MYC
TTF1	HSPA1A
TTF1	VARS
TTF1	PSMA5
TTF1	HSPA1L
TTF1	PRR11
CDKN1B	CDKN1B
CDKN1B	CLIC1
CDKN1B	MYC
CDKN1B	HSPA1A
CDKN1B	VARS
CDKN1B	PSMA5
CDKN1B	HSPA1L
INPPL1	INPPL1
INPPL1	HSPA1A
INPPL1	MAP3K13
INPPL1	HSPA1B
INPPL1	HSPA1L
INPPL1	DNAJB7
NCOR2	NCOR2
NCOR2	CLIC1
NCOR2	CSNK2B
NCOR2	NFKBIA
NCOR2	MYC
NCOR2	HSPA1A
NCOR2	PDS5A
NCOR2	USP44
NCOR2	HSPA1L
CDKN1C	PCNA
CDKN1C	CDKN1C
CDKN1C	CLIC1
CDKN1C	MYC
CDKN1C	HSPA1A
CDKN1C	FEN1
CDKN1C	VARS
CDKN1C	HSPA1L
UGCG	UGCG
UGCG	HSPA1A
UGCG	TNFRSF10B
UGCG	STX3
UGCG	DDR1
UGCG	RBX1
UGCG	FBXO31
UGCG	HSPA1L
SERPINH1	SERPINH1
SERPINH1	CLIC1
SERPINH1	MYC
SERPINH1	HSPA1A
SERPINH1	VARS
SERPINH1	PSMA5
SERPINH1	HSPA1L
NEUROD1	NEUROD1
NEUROD1	EGFR
NEUROD1	HSPA1A
NEUROD1	DUSP3
NEUROD1	VARS
NEUROD1	HSPA1B
NEUROD1	HSPA1L
COPB1	COPB1
COPB1	CLIC1
COPB1	MYC
COPB1	HSPA1A
COPB1	VARS
COPB1	PSMA5
COPB1	HSPA1L
MYO6	MYO6
MYO6	CLIC1
MYO6	MYC
MYO6	HSPA1A
MYO6	OFD1
MYO6	ARPC2
MYO6	RAB6A
MYO6	PPP1R12A
MYO6	MYO18A
BPTF	RELA
BPTF	BPTF
BPTF	TIMM13
BPTF	HSPA1A
BPTF	HSPA1L
BPTF	PNMT
F11R	F11R
F11R	CLIC1
F11R	CSNK2B
F11R	NFKBIA
F11R	MYC
F11R	HSPA1A
F11R	CD81
F11R	PDS5A
ADAM17	ADAM17
ADAM17	EED
ADAM17	CSNK2B
ADAM17	NFKBIA
ADAM17	VARS
ADAM17	PDS5A
ADAM17	LMNB2
BOK	BOK
BOK	CLIC1
BOK	MYC
BOK	HSPA1A
BOK	VARS
BOK	PSMA5
BOK	HSPA1L
BCL2A1	BCL2A1
