seed	Zm	Zn	zcount
CLCA4	7.588522863046568	7.216770943334525	0
RIDA	7.559261343664531	7.21660617776678	0
STARD13	7.513458257664065	7.216419418576681	0
HMGA2	7.513458257664065	7.216419418576681	0
ATP2A2	7.513458257664065	7.216419418576681	0
CACNA1A	7.554569063256481	7.216334473122354	0
TAB3	7.587886122886033	7.216148519236491	0
GJC2	7.5586784204329796	7.216034762807778	0
TXK	7.55425453734988	7.216026431778429	0
CASTOR2	7.55404619208845	7.215822381959368	0
SLPI	7.558355193965745	7.215717917589529	0
RAB2B	7.512669145172469	7.215643603573857	0
TF	7.512609814609944	7.215585272802232	0
PRR11	7.496142746255402	7.215548601484801	0
NF1	7.51248976473911	7.215467245915226	0
PMM2	7.51248976473911	7.215467245915226	0
REXO2	7.558047034845576	7.215415842253557	0
PRPS1	7.557273192712274	7.214657277579958	0
PAM	7.557228958764463	7.2146139169140815	0
APLNR	7.511611427020662	7.21460370923728	0
GSTZ1	7.511521800622421	7.2145155931509874	0
NUP153	7.511521800622421	7.2145155931509874	0
TCF20	7.511521800622421	7.2145155931509874	0
ZMYM3	7.511521800622421	7.2145155931509874	0
EIF3G	7.557053251138132	7.214441678168632	0
ZNF383	7.552612621587054	7.214418367299226	0
SMG9	7.5524609106044505	7.214269784133297	0
ARL4D	7.585919367122056	7.214225982763496	0
MICU2	7.556581047741246	7.2139787971749305	0
PCARE	7.510735214892071	7.213742262330461	0
SPATA12	7.556287381810189	7.2136909288985045	0
KIF20A	7.551566732835495	7.2133940415763975	0
GTF3C6	7.510292623078356	7.213307128717871	0
PCGF5	7.551351983669091	7.213183719881308	0
MELTF	7.555738909763117	7.2131532849767535	0
PLEKHH2	7.555696519276815	7.213111731378129	0
GLRX	7.555490175447685	7.212909461260418	0
AGFG2	7.555435213627728	7.212855584515768	0
ZNF506	7.555303349055019	7.212726323259173	0
DOT1L	7.550854716787887	7.212696705123029	0
DGKD	7.5095874311633	7.212613820129556	0
ADAR	7.5095874311633	7.212613820129556	0
C11orf1	7.5839534071904104	7.212304224229844	0
ACBD5	7.554860542094858	7.21229225834755	0
SIRT3	7.550331428556091	7.212184205494857	0
CD22	7.50900617334205	7.212042357197417	0
RNH1	7.550062809287197	7.211921124334108	0
DLG5	7.550026655988325	7.211885716405736	0
BTG2	7.583468633398756	7.211830349785098	0
DDX46	7.549899497093146	7.211761179138246	0
SP6	7.549899497093146	7.211761179138246	0
WASF2	7.554315056711833	7.211757542126089	0
ADRM1	7.5086210120573655	7.211663686340793	0
SRP14	7.5086210120573655	7.211663686340793	0
RPL28	7.5086210120573655	7.211663686340793	0
HMGN5	7.549758619021266	7.211623205541538	0
PLCG1	7.5497171784515045	7.211582619349639	0
FXYD3	7.554068919024391	7.211516263774214	0
ARHGAP35	7.549531420008664	7.211400690678019	0
METTL21C	7.50826346100034	7.211312160446487	0
UHRF1BP1L	7.570779314806946	7.2111304414183905	0
MCRS1	7.507933074717999	7.21098734156794	0
IL25	7.570632790042432	7.210986838284103	0
SEH1L	7.5076550942319455	7.210714045385369	0
EXOC4	7.507630703358375	7.2106900655271735	0
SH3KBP1	7.548721035526018	7.210607013846025	0
ADGRV1	7.582167701559006	7.210558667272907	0
MDM2	7.548641377113134	7.210528997746096	0
DYNC2LI1	7.553016820943815	7.21048493657873	0
ZBTB9	7.548540020249144	7.210429730550788	0
NPTXR	7.581678790916534	7.210080748987677	0
KDSR	7.547963304212682	7.209864904635953	0
RGPD5	7.506503627058773	7.209581981810503	0
ANP32C	7.552027273686204	7.209514925306178	0
TCHH	7.581097762109534	7.209512783664388	0
RPS8	7.506431242444807	7.209510816963809	0
ZNF92	7.581063063982026	7.209478865667603	0
TULP3	7.5519312901716376	7.209420836731435	0
TPI1P1	7.55175563558067	7.209248649974306	0
NECTIN3	7.54725736492155	7.209173519654918	0
EIF5B	7.547133316554207	7.209052028785689	0
CCNF	7.547093904319309	7.2090134291105885	0
ABCD3	7.505724735159369	7.208816215170674	0
P4HA1	7.505724735159369	7.208816215170674	0
TMSB4XP1	7.551297928282167	7.208799978891987	0
CHUK	7.546831940169267	7.208756865860486	0
PRRT3	7.580258630483267	7.208692518542154	0
TRIM17	7.551144179630316	7.208649265599329	0
ALG8	7.546693290937059	7.208621075151589	0
SMCHD1	7.546637838028219	7.208566765512208	0
MAP4K1	7.550954259070507	7.208463094517062	0
MUC7	7.550899320084404	7.20840924015547	0
GCSH	7.546319027585241	7.208254527965947	0
ADGRF3	7.550711499411655	7.208225127503565	0
NCDN	7.5461520966955025	7.2080910386808394	0
PHACTR3	7.5461406599338465	7.208079837710247	0
ATP5F1C	7.50476028033864	7.207868012566563	0
SYNJ2	7.550317758298771	7.20783915976425	0
PINX1	7.545820577397048	7.207766354296851	0
ENKUR	7.549954881306266	7.207483446815148	0
DPF2	7.5042138032768815	7.207330744296542	0
C20orf203	7.549670979002793	7.207205149409386	0
CRHBP	7.545070758160291	7.207031994040526	0
PTCD3	7.503796299650554	7.206920276105393	0
ALDOA	7.503796299650554	7.206920276105393	0
MROH1	7.549325605763439	7.206866594648272	0
ZZEF1	7.54474554191944	7.2067134827643615	0
ADAMTSL1	7.548645784850241	7.206200194995251	0
SRRM2	7.544213118532923	7.206192036320434	0
SARAF	7.544063078255187	7.206045089414546	0
CHRNA3	7.548226159519596	7.205788854053377	0
PLXNA2	7.543759542078122	7.205747811225528	0
DUSP27	7.577111477827318	7.2056161244733214	0
GLI3	7.54803760942804	7.205604026383104	0
SLC25A40	7.564901588440811	7.205369913964424	0
PPP2R2B	7.543359626071714	7.2053561402646125	0
ADD2	7.547673730000725	7.205247330789607	0
GARS	7.543154490821727	7.205155234276373	0
PLEKHA8P1	7.576602356363991	7.205118449774532	0
HBB	7.501947640217148	7.205102768793288	0
RNF121	7.501579429273126	7.204740762643824	0
WRNIP1	7.5014606798733015	7.204624014313336	0
CACNB3	7.564129592624228	7.204613311356757	0
ITM2A	7.546758900352914	7.204350562025895	0
PLIN4	7.546594947456243	7.204189845944156	0
C1orf52	7.542137878292095	7.204159581189275	0
PRMT1	7.500907135187975	7.204079797517653	0
ISG20	7.546385302116707	7.203984339495602	0
IKZF3	7.484205934521257	7.20379804241945	0
NME7	7.54173349542509	7.203763535460772	0
AP3M1	7.546115819356156	7.2037201769571455	0
RPL6	7.541653053306879	7.203684751813124	0
TUBE1	7.5415406078331015	7.203574624621265	0
FER	7.5415157253609415	7.203550255149613	0
RASGEF1A	7.57484657616985	7.203402145430279	0
GNG5	7.500182999953912	7.2033678648279	0
LINC01257	7.574775540939183	7.20333270731075	0
TLN2	7.57468036037309	7.203239666724224	0
KIF21A	7.499944983944534	7.203133859672799	0
SMG8	7.483459697937799	7.203063449527651	0
GRIN2A	7.562464086341517	7.202981014432969	0
TICAM1	7.540880394544415	7.202928022912291	0
RIMS1	7.540745873603997	7.202796275382428	0
ADD1	7.540483191572382	7.202539009051275	0
ARL6IP4	7.540454139980944	7.20251055641484	0
PBX3	7.5448452573394365	7.202474698816292	0
PTGFRN	7.544751414279859	7.202382708438934	0
TAB2	7.5402243356239715	7.202285489921187	0
AMBRA1	7.4989832733978	7.202188355098386	0
EIF3CL	7.5401194435744765	7.202182760425093	0
HIST1H3C	7.561439680532346	7.201977034761215	0
FBXO44	7.539908145975474	7.201975819136636	0
MRPS2	7.573150333234725	7.20174403974702	0
YRDC	7.539665175484401	7.201737857954318	0
CMA1	7.54407370097546	7.201718374785568	0
TOP2B	7.539574144207554	7.201648703464113	0
CD3E	7.543906502406905	7.201554477109126	0
MSL3P1	7.5727302305416595	7.201333382376839	0
LMBRD2	7.539230332774873	7.201311980372128	0
TMEM9	7.498072577848907	7.201293005858117	0
TTC12	7.572629416935965	7.201234835400406	0
TAL2	7.543416034591331	7.201073692279223	0
FAM3A	7.543373324844926	7.201031825723439	0
BSN	7.543296623142873	7.200956638292983	0
MPZL3	7.560258749280325	7.20081965068534	0
AHR	7.543127394610924	7.200790750729387	0
C8orf82	7.538415868082257	7.200514307451621	0
FEM1B	7.542842449234757	7.200511430843633	0
RNGTT	7.497249384113063	7.2004836839207504	0
OXNAD1	7.542723564270852	7.200394892947905	0
DUX4	7.571714341616326	7.200340334054705	0
SNRNP70	7.497061147917882	7.2002986197304715	0
DHX34	7.497061147917882	7.2002986197304715	0
ROBO4	7.538070757739611	7.200176312229223	0
MYLIP	7.538058203264703	7.200164016589208	0
NENF	7.538043290152196	7.20014941093949	0
ZNF860	7.559218674187353	7.199800314167435	0
BLOC1S1	7.537615695665751	7.199730632144182	0
C9orf62	7.541909764058556	7.199597159061564	0
ZSCAN16	7.586237654800871	7.1992362070066305	0
ICA1	7.54141135557276	7.199108590328903	0
SRPK1	7.536938861463447	7.1990677521940185	0
C1GALT1	7.570218936208388	7.198878550394867	0
MIR143	7.495272390438615	7.198540004952972	0
PHF6	7.495178018544032	7.198447223337623	0
AHCYL1	7.495140705994997	7.198410539549641	0
VAMP2	7.49509750873814	7.1983680702182	0
PTPN4	7.5406046024466695	7.198317764402748	0
RPGR	7.536146681706814	7.1982919047622405	0
NECAB1	7.53597790475002	7.1981266074703365	0
ACTR5	7.535932481503703	7.198082120712499	0
ZNF100	7.535725407560045	7.197879316000524	0
EPOR	7.540090430480091	7.197813743397408	0
LDLR	7.540089884624344	7.197813208318133	0
VRK1	7.494400910749214	7.197683210738085	0
CLDN17	7.539934407192806	7.1976608003759575	0
PPP4R1	7.539829351426129	7.197557818656651	0
RAB3GAP1	7.494181099967742	7.197467104031038	0
PSMA8	7.494181099967742	7.197467104031038	0
CCDC88A	7.535103757962761	7.197270482917528	0
NKX2-5	7.539404629153542	7.19714148139843	0
HIP1R	7.477426125195869	7.197124019933035	0
DIP2C	7.5393580537240865	7.197095825477252	0
KCNMB1	7.53933673005266	7.19707492278514	0
APIP	7.534856331852976	7.1970281579777335	0
VPS26A	7.477305169210555	7.197004951250259	0
LONRF1	7.53925951528678	7.196999232419939	0
MME	7.4935433409461565	7.19684009201133	0
PTPRN	7.53457719334284	7.196754774450339	0
GKAP1	7.493413993806712	7.196712924525803	0
KIZ	7.534391098090954	7.196572515913646	0
ACP1	7.493221895188205	7.196524062998648	0
NUP155	7.493221895188205	7.196524062998648	0
NT5DC1	7.493221895188205	7.196524062998648	0
BBS2	7.538591034593671	7.196343949104452	0
C2orf68	7.538582413331016	7.1963354980457535	0
CENPV	7.53414655203123	7.196333011646086	0
PIR	7.534108272152197	7.196295520981135	0
ZNF350	7.56752183755966	7.196242091603992	0
NPEPL1	7.492919397545155	7.196226662802483	0
P4HA3	7.538465180007104	7.196220579182769	0
CKMT2	7.5555064850369495	7.19616214420457	0
CD81	7.4925769225598104	7.195889958930029	0
RALGAPA2	7.537919915599268	7.195686079573927	0
ELP6	7.533461090962694	7.195661682689299	0
SCN2B	7.5331952992714335	7.195401370810176	0
AHI1	7.537294631146697	7.195073139703819	0
UBA2	7.53260636318755	7.19482457678794	0
GLS2	7.532505533374482	7.194725825777376	0
CD59	7.491357913845358	7.194691491969592	0
SSBP1	7.491304663358172	7.19463913881677	0
BOP1	7.491304663358172	7.19463913881677	0
FAM91A1	7.490992313492473	7.194332052419684	0
KBTBD2	7.553280958527319	7.193980993575966	0
WNT4	7.531717648902176	7.1939541850742925	0
AMOTL1	7.56502264718228	7.193799091440233	0
SORT1	7.4739888332806075	7.193740360830865	0
RNF185	7.490346623345771	7.193697242923798	0
ZNF595	7.53588587818179	7.1936921988283915	0
PCDHA13	7.580478779667256	7.193608204544479	0
CTDSP2	7.53125405137126	7.193500145507227	0
RASL12	7.5356678523628675	7.19347847735078	0
RMDN3	7.53526443081956	7.1930830202954565	0
DVL1	7.535261246234415	7.193079898581495	0
SIPA1L3	7.530724433798089	7.192981447029352	0
DSG3	7.535125691819553	7.192947020328891	0
CCNT1	7.489388958656627	7.1927557160294375	0
NEK2	7.472884161770311	7.192652925750322	0
RBM12	7.563791878448185	7.192595994530867	0
ATP5MD	7.534632983708673	7.192464039432369	0
SGSH	7.534588986106531	7.192420910446144	0
CD320	7.530095244725716	7.192365229912194	0
CDH8	7.534428486021926	7.1922635790098575	0
HIRIP3	7.5295374598609515	7.191818944866168	0
XAF1	7.533936843851065	7.191781643009197	0
GNPTAB	7.5628862179183	7.191710696298751	0
TEDC2	7.5627506285995265	7.191578155484347	0
HOOK1	7.562739768586558	7.1915675396410315	0
RCOR1	7.533607773380595	7.191459069162051	0
CYTH2	7.533515531838019	7.191368648683991	0
ALG2	7.5288788431658	7.191173906833852	0
SPATA24	7.487608390095852	7.191005152177365	0
RAB40AL	7.528677008858091	7.190976233732552	0
RPL34	7.487474729515971	7.190873743938029	0
NUP205	7.487474729515971	7.190873743938029	0
TERF2	7.5285639643386	7.19086551984547	0
CTSS	7.532995702622695	7.190859082117272	0
BCL6	7.528181930821006	7.190491362691117	0
CKAP4	7.5281490855375	7.190459194576947	0
OR8D2	7.532548096573503	7.190420312861898	0
CASP7	7.532538464196982	7.190410870651094	0
MVD	7.527986404706704	7.19029986772756	0
ZNF57	7.561411285683159	7.190268925505859	0
NKIRAS2	7.53238699231656	7.190262389181054	0
YAF2	7.5323167983004815	7.190193580959579	0
LMX1B	7.576960225241432	7.190169610632942	0
DOK4	7.532244193782333	7.190122409825001	0
KRIT1	7.561251871396185	7.190113095388751	0
FSD1	7.532193194150017	7.190072417045109	0
NUBP1	7.532153290603536	7.1900333012882784	0
TMEM86A	7.5611116603332436	7.189976036742548	0
PFDN2	7.486547129582488	7.189961775172258	0
LRRC40	7.486518152240319	7.189933286132945	0
NDUFAF3	7.486518152240319	7.189933286132945	0
POC1A	7.486332582658915	7.189750843620812	0
LRRC10	7.531796686381924	7.189683737270851	0
SLCO6A1	7.527356665848407	7.189683112159383	0
CTRL	7.560785843011654	7.189657544891267	0
RIPK1	7.486148757004845	7.189570115648754	0
GP6	7.531606847198341	7.1894976459582525	0
FKBP6	7.527099649775349	7.189431394972042	0
VSTM1	7.560140100883303	7.189026321219958	0
RPL23	7.485561924639017	7.188993172109777	0
RNF20	7.485561924639017	7.188993172109777	0
TNFRSF19	7.526587505516908	7.188929809562563	0
SBK1	7.5264029882776615	7.188749096504713	0
MYCBPAP	7.530838565791144	7.188744532228976	0
ANKFY1	7.4687468696830495	7.18858018873103	0
LOXL3	7.530664761685248	7.188574159424001	0
RECQL4	7.485003392882778	7.188444052281288	0
UST	7.559487750644026	7.188388638010305	0
FILIP1	7.530332338015989	7.188248298578079	0
CEBPA	7.46825075540497	7.188091815431896	0
SERPINH1	7.484606040340504	7.188053395604338	0
LARP1	7.530129163586107	7.188049135288237	0
MRPS31	7.5301056091143606	7.188026045837039	0
CSH1	7.5297681454590375	7.187695244506205	0
CRCP	7.52971778866799	7.187645881876386	0
P2RY14	7.5467747741875675	7.187604539284789	0
SLC24A5	7.5252055851014905	7.187576380121523	0
CRISPLD2	7.484109982323074	7.187565696757479	0
KRT78	7.484109982323074	7.187565696757479	0
TCL1B	7.5251655580964485	7.1875371783509605	0
BLOC1S4	7.558597510535331	7.187518413496394	0
CBFA2T3	7.524747682054168	7.187127917635207	0
MUC5AC	7.55819323541507	7.187123227841896	0
WDCP	7.528618912141865	7.1865686997516445	0
FBXO45	7.5286136498741305	7.186563541373425	0
FBXL15	7.524032092851471	7.186427081694283	0
WASHC5	7.482695276243509	7.186174830166463	0
E2F4	7.523726941983476	7.186128222104327	0
C11orf52	7.545194336705315	7.186055614932297	0
U2AF1L4	7.556968421129887	7.185925951505384	0
ETS1	7.523482677143246	7.1858889932583745	0
GATA4	7.527919470283792	7.1858830665172455	0
LTV1	7.465481211057974	7.185365484887503	0
GPALPP1	7.527382511371994	7.18535670843446	0
ERAP1	7.522878353414749	7.185297128837716	0
MAPK8	7.481740383778884	7.1852360287813255	0
SHCBP1	7.481740383778884	7.1852360287813255	0
POMP	7.481740383778884	7.1852360287813255	0
OXCT1	7.481740383778884	7.1852360287813255	0
G2E3	7.522783119555519	7.185203858409529	0
ARMC1	7.527137785176634	7.1851168137085	0
HIST1H2AJ	7.481458861302484	7.184959250295179	0
MECOM	7.522433882259883	7.184861821319296	0
PLXNA4	7.526733687281406	7.184720693654031	0
C3AR1	7.526648805926304	7.184637488056071	0
GTSE1	7.52211763186965	7.184552091045318	0
DEPDC1	7.555512074406654	7.184502348359522	0
WSB1	7.526377015953379	7.184371063855027	0
WSB2	7.526317707000788	7.1843129258003415	0
ITCH	7.480785809284146	7.184297540007901	0
SMARCC1	7.480785809284146	7.184297540007901	0
H2BFS	7.480785809284146	7.184297540007901	0
PMAIP1	7.526038647541721	7.184039375629872	0
ZDHHC6	7.480468123931586	7.183985208033286	0
RAB5A	7.521486208567048	7.183933685760929	0
EPB41L4B	7.554880737531189	7.183885206062517	0
MAP3K4	7.480344477133699	7.1838636448317486	0
SSB	7.521270622996815	7.183722544906099	0
STK24	7.521254422263145	7.183706678182031	0
DNTTIP2	7.479831546462866	7.183359357655865	0
DCD	7.479831546462866	7.183359357655865	0
CLTA	7.5207748266964405	7.1832369704097685	0
XRCC5	7.479480624159596	7.18301434881289	0
DZANK1	7.524949524530097	7.182971754462367	0
BSND	7.553916519102371	7.18294266651018	0
LMNB1	7.479330116269187	7.182866377160349	0
TMEM218	7.52039407784087	7.182864071431634	0
GPX8	7.462807136612727	7.182733134607223	0
MAP3K21	7.520203091431345	7.182677022578019	0
MID1	7.524571286565909	7.18260098380321	0
MAP2K6	7.524377696864966	7.1824112160172655	0
MRPL22	7.519928750233884	7.182408337457378	0
STRIP1	7.524259840138138	7.1822956860588025	0
BZW2	7.519680038021442	7.182164752930433	0
CNTN4	7.519631009976809	7.1821167356941995	0
PDS5B	7.524056120868139	7.1820959886852656	0
SUN2	7.519509815719919	7.181998040092391	0
IL17RA	7.519445400289958	7.181934952711674	0
CTDSP1	7.5237009561034105	7.1817478357064655	0
JADE1	7.519056627036076	7.181554194773792	0
EFNA5	7.477923930725216	7.181483887523717	0
PPIH	7.477923930725216	7.181483887523717	0
FAR1	7.477923930725216	7.181483887523717	0
RASGEF1C	7.552268000991949	7.18133121263689	0
TCF3	7.5188283023114675	7.181330577407006	0
STX7	7.5188283023114675	7.181330577407006	0
KLHDC8A	7.477635288420647	7.181200109187016	0
GRK3	7.461182426839093	7.181133775533431	0
L1CAM	7.5184650054812625	7.180974770646826	0
CCDC25	7.551872533949669	7.180944637025125	0
BTG1	7.539798939686455	7.180767799420628	0
COG4	7.522572027021844	7.180641194334252	0
WFS1	7.476970565285345	7.180546587431141	0
TUBB6	7.476970565285345	7.180546587431141	0
RSPO1	7.522468930674715	7.180540133350954	0
AHSA1	7.476861393145424	7.1804392549722795	0
TBC1D14	7.5178841933710014	7.180405933106711	0
SH3BP2	7.517533656048431	7.180062622792125	0
DCX	7.521750817436857	7.179836197353623	0
MED23	7.517203613413364	7.179739384627238	0
SLF2	7.517180446512403	7.1797166953569524	0
CASP14	7.476017486471326	7.179609569134428	0
NDUFS3	7.476017486471326	7.179609569134428	0
DHX57	7.476017486471326	7.179609569134428	0
NDC1	7.521469695836095	7.179560625752975	0
HIST1H2BI	7.521355543681087	7.179448727229389	0
SMAP1	7.475688495738609	7.179286122288826	0
CEP152	7.520796455481705	7.178900676743089	0
KCNIP4	7.537875483086708	7.178882695579593	0
SAFB	7.475257094658834	7.178861990832932	0
DNAH9	7.549674868209815	7.178796382209908	0
FAM114A2	7.516203663094783	7.178760050227336	0
ALOXE3	7.516112105074403	7.17867037985344	0
GNPDA1	7.5495437320973595	7.178668194478752	0
KCNJ16	7.549178348526389	7.178311025960581	0
COL5A1	7.52015036627305	7.178267342851605	0
SLAIN1	7.515682676290924	7.1782498045786935	0
SYK	7.515668594849353	7.1782360134534	0
ANKRD30B	7.52006910621017	7.17818768705306	0
KCNA3	7.474570875961211	7.178187335740655	0
PREX2	7.549046294466667	7.1781819409207035	0
HLTF	7.515397089417852	7.177970105633893	0
ELP2	7.519840815008087	7.177963902855042	0
LONRF2	7.519758658233463	7.177883368047949	0
PRSS56	7.51526007324203	7.177835914312753	0
TUBB2A	7.515256767770711	7.177832676990147	0
RPS18	7.474112163818007	7.177736353445399	0
BLVRB	7.519540773757409	7.177669785122767	0
ADAP2	7.473991119420384	7.177617348790569	0
MMS22L	7.514698069507536	7.177285497377195	0
TMEM189	7.514652114701517	7.177240490018789	0
CASQ2	7.514373977917858	7.176968087565334	0
BRWD1	7.547669956792274	7.1768365479508995	0
PRKRA	7.473159907558548	7.176800143842218	0
ASPM	7.473159907558548	7.176800143842218	0
DHX37	7.473159907558548	7.176800143842218	0
PPP1R7	7.514191932540898	7.176789795407527	0
GLRA2	7.5140223615168145	7.176623720419574	0
EXOC6	7.513938249873334	7.176541342901049	0
TDP1	7.518349967685161	7.176502488356876	0
TPD52	7.518201160361781	7.176356618839269	0
XRN1	7.513738933780822	7.176346136097046	0
PCBP3	7.513705002028222	7.1763129039134546	0
SERF2	7.547079428744432	7.176259296961684	0
IRGC	7.518001467506074	7.1761608683891565	0
PRXL2C	7.517789138584365	7.175952731338639	0
MTNR1A	7.455852755753383	7.175887264464451	0
PIGX	7.5172627923492135	7.175436776413358	0
FBXO16	7.51707422088658	7.175251927793922	0
KDM4B	7.512596172704475	7.175226935260625	0
ANKRD7	7.51689650201999	7.1750777175148155	0
EXOSC3	7.454976997278423	7.175025170639383	0
HK1	7.454928164595839	7.174977099903764	0
NDST2	7.51665968988164	7.174845580603808	0
FAM49B	7.516527361845693	7.1747158650338285	0
VHL	7.47102043410843	7.174696723077215	0
RFXANK	7.470851732814354	7.174530864601605	0
EIF2B4	7.47079922301791	7.174479239658001	0
HSF5	7.51182401115725	7.174470693323974	0
RND2	7.511771922249898	7.174419678330653	0
TAOK2	7.544945195298654	7.174173048269017	0
PKP1	7.511340519475089	7.173997169762244	0
ERCC6	7.47030468478084	7.173993034981385	0
SRSF3	7.47030468478084	7.173993034981385	0
ICK	7.511298659104431	7.17395617242446	0
MOCS1	7.544639883713905	7.173874601116575	0
FNTA	7.515044388573965	7.17326216913461	0
ADGRB3	7.531994707979485	7.173119180174905	0
TRIM28	7.46935343862597	7.1730578184613245	0
ATF4	7.469216178161826	7.17292287100008	0
ORC2	7.51024259267029	7.172921878851751	0
MBD4	7.510161590967833	7.172842547156773	0
POU1F1	7.51009076243466	7.172773178891428	0
SAMHD1	7.509951959980996	7.172637238120034	0
PPP2R2D	7.5142303307361	7.172464182708833	0
PRCP	7.509692168194243	7.172382802445729	0
EPCAM	7.50929933455106	7.1719980678313595	0
EID2B	7.542605731829644	7.171886183814982	0
RBPMS	7.513574182458453	7.171820988337984	0
CCDC60	7.451615780421099	7.1717163995794815	0
FAT3	7.50888161259401	7.17158895802407	0
ZNF202	7.5579204224440195	7.171562494740248	0
PTGES3L-AARSD1	7.50864228756932	7.171354567149763	0
ABCD2	7.542039316068624	7.171332502987202	0
LRP1B	7.50848265375541	7.171198224497088	0
KIF23	7.467451651576341	7.1711880787968365	0
CKM	7.508386978337434	7.171104521613747	0
LHX2	7.512709351767755	7.170973231434637	0
NEDD9	7.507579950233248	7.17031413196195	0
HIGD1A	7.466501098419871	7.170253543597324	0
SBSPON	7.511935674635123	7.170214828504209	0
TRAPPC2L	7.507299221151817	7.170039190655977	0
CRADD	7.449860942723261	7.169988942995781	0
MATK	7.5072352725081	7.1699765604378	0
HSD17B4	7.466169863615772	7.169927890495624	0
CUX1	7.511625341564838	7.169910622136997	0
CDH5	7.449737742719602	7.169867665308566	0
HRNR	7.507122714150288	7.169866322689231	0
ALDH1A3	7.511516659286141	7.169804085501529	0
FOLR3	7.5404072974147445	7.169737177607122	0
KDR	7.511345132256557	7.169635944818035	0
C8G	7.506525727239396	7.169281643823426	0
SASH1	7.510918241183416	7.169217481576472	0
PLEKHG3	7.506450048838085	7.169207525679399	0
SCNN1B	7.539812375781551	7.169155631815146	0
LAMA3	7.527879273330909	7.169085805226605	0
C4orf48	7.510688837324252	7.168992606687835	0
ZNF135	7.510559660123682	7.168865979748348	0
GRIN2B	7.464785357913109	7.16856671536906	0
ZNF232	7.554793956696973	7.168507079140158	0
ANKRD17	7.464600642265023	7.16838511240045	0
TGM3	7.464600642265023	7.16838511240045	0
RPLP0P2	7.5100102548666525	7.168327421040393	0
RBM26	7.505528373264484	7.168304852238524	0
PSMD6	7.464406564229327	7.168194304811651	0
ANKRD54	7.509773882404134	7.168095715124985	0
HEYL	7.526367298506068	7.167603978420515	0
TAGLN	7.509093151262731	7.167428423213801	0
ANGPTL7	7.4634932949925625	7.1672964252532285	0
TAF5	7.504390175911062	7.167190121035012	0
FGF23	7.508794043221855	7.167135220267576	0
CYP4B1	7.508642485423049	7.166986654575382	0
DSTN	7.504069135647342	7.166875699640096	0
WDR89	7.503951540414376	7.1667605288613405	0
CHD3	7.462938807548846	7.1667512815857615	0
EDEM1	7.503864197865435	7.166674987048749	0
OSBP2	7.50378976898144	7.166602092660809	0
EBNA1BP2	7.462701012328637	7.166517493499268	0
DNASE2B	7.462662193695069	7.166479329006078	0
SLC7A6OS	7.503600647205885	7.1664168699981134	0
RGS14	7.503593304102859	7.166409678287423	0
MFN1	7.507934445262435	7.1662925927891115	0
HFE	7.503465198559862	7.166284213889099	0
EMC7	7.503286140507248	7.166108847466142	0
NUP210L	7.503251067330293	7.166074497390875	0
IMMP2L	7.5031564176959344	7.16598179914263	0
ARIH1	7.507305232074901	7.165675801746488	0
IQCE	7.5027520561489345	7.165585774294578	0
FOSL2	7.461751491979721	7.165583973703268	0
TMC8	7.536096920294541	7.165523712276179	0
TTC4	7.502558261502884	7.165395975101691	0
LRRK1	7.50695202925352	7.1653295719776695	0
CELF1	7.461472606025894	7.165309787311137	0
POLB	7.502357752576255	7.165199600056164	0
DDX11	7.461329547114536	7.165169139113445	0
COLEC11	7.506648985169594	7.165032510695121	0
C1orf198	7.502108534342568	7.164955519940586	0
PARG	7.502045360915506	7.164893648956466	0
ALDH1L2	7.50197831795843	7.164827988220211	0
H2AFZ	7.501825079378936	7.164677908951769	0
NUP133	7.460802159947857	7.164650639050951	0
SKAP1	7.46075918357997	7.164608386886236	0
PDGFRB	7.501574125442811	7.164432128918631	0
ADCK1	7.5059133111741465	7.164311360630766	0
NBEAL1	7.505895181065589	7.164293588453098	0
NRIP1	7.50123943122845	7.164104335075796	0
HOXA11	7.534569391506622	7.164030527478092	0
VPS50	7.505559099425013	7.163964141852797	0
SIT1	7.50551329105144	7.163919237844018	0
TMEM33	7.443566404617002	7.163792619936155	0
ARL4C	7.500869884991728	7.163742407752756	0
SKAP2	7.500856309578533	7.1637291122230815	0
BOK	7.459853010171715	7.16371748358313	0
PTCD1	7.505188425239673	7.1636007856457455	0
JMJD1C	7.500655737340624	7.16353267517156	0
TNFAIP8	7.505098240675657	7.163512381536661	0
TRBV12-3	7.522178867487306	7.1634990626129955	0
TFAP4	7.500438022248362	7.163319448698936	0
MIR206	7.45931509305984	7.163188631017605	0
RIBC2	7.533513423037956	7.162998300735693	0
MT1F	7.499978006196457	7.162868916771733	0
ANPEP	7.533308138831725	7.162797632009542	0
RPS15A	7.45890403659805	7.162784501348565	0
HNRNPDL	7.45890403659805	7.162784501348565	0
AHNAK	7.45890403659805	7.162784501348565	0
IQGAP3	7.45890403659805	7.162784501348565	0
ZNF185	7.45890403659805	7.162784501348565	0
MEAK7	7.499881259822541	7.162774165012289	0
PLS1	7.499881259822541	7.162774165012289	0
KLF15	7.504276835379101	7.162707192708269	0
ARHGEF28	7.499783634140743	7.162678552073604	0
CIB3	7.499780170154211	7.162675159503885	0
EPHB1	7.49967977676951	7.162576835923869	0
COASY	7.503956131106037	7.162392819890159	0
IKBKB	7.499464823738698	7.162366314567432	0
MPP6	7.532760815335679	7.162262614188342	0
DDX58	7.458314588362746	7.1622049860206385	0
